"node" "R" "H"
120 -1.51378547655123 7.18645445600946
121 0.905271391369888 3.46545344636334
122 0.597364054567689 4.80404491951587
123 -1.46915959394973 9.91975451734711
124 1.22550759146676 7.50126152639606
125 0.992476096477591 3.47779742879706
126 0.715308520093731 7.95428936419626
127 -0.518271263650909 5.69390300777424
128 -1.49761556251359 8.17438625230991
129 -0.011110037773377 5.18833245905948
130 -0.497708004827113 9.04079237050211
131 1.07648545323853 2.36066883320676
132 -0.0134116061735217 3.98672424148635
133 -0.900747040533674 6.57715431603251
134 1.59439395462022 1.01297293947316
135 1.53441581739538 1.90123577187028
136 0.185287400763259 8.42743147254093
137 1.58690261118127 7.18185500471628
138 0.811022495982247 3.76881341557591
139 0.174711033860841 5.00302311968157
140 -2.94072517417408 11.2642211107538
141 0.811114199596596 3.55968488635675
142 0.906280925749248 2.88000681594032
143 0.708793856488377 3.66206212626359
144 0.709658186727462 4.97540170293276
145 -0.00950693932978365 5.69103451455054
146 0.173999733902646 4.66363028701542
147 -0.910531402266874 5.37947989698627
148 -2.94072290507843 11.2642153824383
149 0.709288517888642 4.69243390032433
150 1.74004336229799 1.45633131916533
151 -1.52700125551678 6.36079134557431
152 0.906124024063147 2.93914870028529
153 1.91703155429546 1.4739521259241
154 1.53169806957079 2.66156734529527
155 0.711378855150101 6.00171070374756
156 -0.51542458052893 6.19410348439432
157 1.222319176747 4.85706401897031
158 -0.89181552533226 7.57874536454005
159 1.14996957763301 3.84532958187166
160 -3.04901052410649 9.69993641289055
161 -3.11785686316122 8.78047266841154
162 0.596625263310435 3.77426212431262
163 -1.53091760932984 6.10771729232363
164 -0.891820464733192 7.57874542532094
165 1.07372247195576 4.10569691640687
166 -0.00950645875072604 5.69103478072401
167 1.07802867830435 7.63196918544376
168 0.992335095736218 3.84599005677432
169 -1.46915976003944 9.91975817821772
170 -3.04901100082411 9.69993693991656
171 0.179022532440033 6.52561346994362
172 -3.13787663753804 8.522884710853
173 0.333044162989099 4.36810142075809
174 -0.891816103825501 7.57874577186414
175 1.83188909324917 1.36402722686546
176 0.596628099071557 3.98320918050438
177 0.474680019624358 5.59952046107129
178 0.709444511189648 3.13611164344892
179 1.63858139745107 2.20461287980367
180 0.185287646577873 8.42742216091338
181 1.78876760971304 1.11295745725153
182 0.00155949470539625 8.59203432427377
183 -2.94072583371221 11.2642217386129
184 -2.94069724775667 11.264180829591
185 0.173599937150348 3.40256585743873
186 -0.891817848512477 7.57874844143887
187 0.332774975504957 4.03809658618366
188 1.95443206447077 2.51316345385528
189 1.22194469192773 3.47924651908898
190 0.472361572082127 3.72257012846928
191 -0.900745236608748 6.57715218246083
192 -0.235135914370175 5.41167401964574
193 0.906779642973159 2.7179839333174
194 0.811373412030004 3.30460013018424
195 0.710675275515256 2.7272385340669
196 -0.900745077033893 6.57715216027346
197 0.00794327596183928 1.56741830028017
198 0.597075877563958 4.58165458194075
199 0.604075367595926 8.0533748940835
200 0.905398060736632 4.49682174565016
201 1.2903077679812 3.07985316644024
202 1.15396140776056 7.56465836731153
203 0.596841171330306 3.44560462263624
204 2.15002510234864 1.11886294209224
205 2.35721648289036 0.151198350367362
206 -0.228440764075299 6.92637450460819
207 -0.00950606193259069 5.69103463882392
208 -0.23513634674955 5.41167405077158
209 -0.891815218198562 7.57874460827076
210 0.600554729569191 2.39661012088808
211 -0.219436027288303 8.79041377281594
212 0.173760041150939 4.52720546369427
213 0.715308824278303 7.95426893880736
214 0.910239627939641 2.05511421712445
215 0.992759169773008 4.69341933032254
216 0.596657042545816 3.68280849768288
217 1.22183555509455 3.95767106900633
218 0.18528730709986 8.42743504533205
219 1.53808416551459 1.3354799395102
220 -0.0128212142141915 4.48295231783483
221 -0.524192809381922 4.25497292936541
222 -0.520036403699871 5.35631855969404
223 0.816858353353192 7.86392559895977
224 -3.04901124083789 9.69993703710126
225 -0.903160210933576 6.29870922971942
226 -0.897359779744845 6.95992260995275
227 2.14525093751493 6.69047578463397
228 -1.49761604561928 8.1743857610205
229 0.811043497465927 4.02724126830153
230 1.22550645171976 7.50127005259134
231 1.9210867178796 0.866025311765219
232 0.472604424026862 4.36542864680033
233 1.29045347200269 2.98817708923669
234 -0.912434022618437 5.10654556688378
235 0.185288268770194 8.42740921152526
236 -0.219435922403249 8.79040490763209
237 -0.509309936780623 7.20259177825597
238 -1.49761553203772 8.17438617799377
239 2.5354963301958 0.220910530531646
240 2.32126135604956 0.766687383286563
241 -0.900744893149097 6.57715188464189
242 0.333043810654724 4.36810112789402
243 -1.49761635772924 8.17438561810295
244 -0.875381190221805 9.38163360833387
245 -0.897357908202877 6.95991897074915
246 2.10852817735977 2.58982510351042
247 -0.0128196544363239 4.48295088367482
248 -0.907753668714286 5.74313062982246
249 0.711378822737948 6.00171256311234
250 -1.49761574905755 8.1743862559786
251 -0.875382977540203 9.38163951372646
252 -0.90316375743521 6.2987132914328
253 0.472330859991932 3.89856761061116
254 2.19122756293201 0.272402382449795
255 0.905701139594066 3.13642561201845
256 -0.237799689028591 4.60829551229598
257 1.83962238632672 0.413373905546943
258 0.709716828292561 3.02063162995842
259 0.905835683998683 3.066955591405
260 1.35461844442389 3.22466290254783
261 -0.900745534961171 6.57715246674195
262 -0.875382358464381 9.38163923104288
263 -1.4691600462043 9.91975800478762
264 0.598121178756066 2.88423458771134
265 -2.94072398157886 11.2642193318574
266 0.597664087162703 3.02758013097163
267 1.42275561588245 1.4805837555317
268 0.708793759068109 3.66206190558879
269 -0.509320561643378 7.20262409732328
270 0.710334471918463 2.81771589542623
271 -0.0134307704957194 3.92135436167812
272 1.41870261832114 7.33034073381118
273 2.11109876386824 1.67054049563243
274 -1.4976159262872 8.17438593167498
275 -3.09092997098432 9.13356478361724
276 -0.900745242211109 6.57715324436677
277 -2.94072227694169 11.2642092727523
278 -0.0116237382391973 5.00541147186675
279 -0.238209117831458 4.43296057544097
280 1.07450672588682 2.96733752825948
281 -3.04901065248386 9.69993665217949
282 -0.900745415607978 6.57715238996209
283 0.334187056936977 5.06636589717245
284 -0.497706742049637 9.04079431901419
285 0.00156122319995151 8.59202532186759
286 -0.891818154630451 7.57874751290583
287 0.333213155871727 4.50464621574536
288 0.709860167935421 2.96673448312209
289 1.41870237813516 7.33034160534986
290 2.11591324663038 0.81393990248843
291 -3.11785520274481 8.78047091216777
292 1.47718267534419 7.27868320710072
293 0.473885542522386 5.21011646026076
294 -1.49761557868093 8.17438614822257
295 0.473379152905773 4.92764631586548
296 -2.94072327480743 11.264217143605
297 -0.219435739276298 8.79040918762855
298 1.22203372063754 3.35746876803649
299 1.41575340657972 3.98720823388607
300 -2.94072089988454 11.2642170814282
301 0.811274337525224 3.38346389877026
302 -1.49761543930883 8.1743863969148
303 -0.238030984141348 4.51723921634475
304 1.2920638079595 2.38328238235958
305 0.473885289043109 5.21012121945837
306 -0.90318535403665 6.2987623756289
307 1.47602487468911 2.4954028544401
308 -0.219436553467835 8.79041315908142
309 -1.46915955439552 9.9197565056152
310 -3.11784884800778 8.78046432087594
311 1.5851281897827 2.88398797670126
312 -0.909727291006596 5.48773179884622
313 1.07515197561115 5.64341804718196
314 -2.94072466842995 11.2642184977035
315 1.99898057279763 1.30985009322132
316 0.596674202287526 4.10466967354815
317 1.29186411624329 2.43726629433477
318 1.22188494625329 4.18089121806451
319 -0.0120309153637176 4.84934553023594
320 1.07436322999561 3.04123586929892
321 -0.515424264545937 6.19410297631426
322 1.29148130600138 2.5529326562175
323 -0.524071547838097 4.31100699572553
324 2.15540247416136 0.354064472899078
325 -0.903164543664633 6.29871368273127
326 -0.513140899376198 6.57910290026015
327 1.29463834694176 1.86764515855372
328 -0.237531446549914 4.70743139456368
329 0.00156013585603052 8.59202219080129
330 -0.517048110822736 5.91429269027002
331 0.175981711922622 5.50652857314231
332 -1.46916012371697 9.91975909325154
333 -0.00950624162111184 5.69103478826542
334 1.22187838954765 3.61635000841813
335 1.0743880215548 5.00408335984045
336 -0.497703657000077 9.04078079092424
337 0.811867341010282 3.03355645035545
338 1.69405515040088 1.17881982440008
339 0.596750280263887 4.24140224940902
340 1.47622274748114 2.42969016641552
341 2.18063593227755 6.65942009241351
342 1.47718268122818 7.27867915257753
343 -2.94072483665116 11.2642182564733
344 -2.94072505927193 11.2642224728023
345 -1.52700219365018 6.36079244672553
346 0.17358274081909 4.40600091005981
347 1.07368962081697 3.92160151654942
348 -0.515426351117858 6.19410634561195
349 0.33418467474808 5.06637064072087
350 0.473158315899275 3.15222074136132
351 -0.228441357154011 6.92637599246437
352 1.29320406630683 7.44133125213355
353 -0.87538268781802 9.38163686848304
354 -1.49761607020115 8.17438584487453
355 0.813255434868382 5.90139283891182
356 2.47936907909317 0.00543956667525117
357 0.175982733413861 5.50652629250663
358 1.29167166587831 2.49372889125409
359 -2.94072592341009 11.2642234915861
360 0.811096528427623 4.18405434179762
361 -1.51824383382998 6.91097723095898
362 0.812323520604401 2.86411987517253
363 2.0339675596368 6.78821561404917
364 -0.497708750861797 9.04079278692003
365 -0.518273950630526 5.69390462210877
366 -1.51824518186778 6.91097798845219
367 -0.236838886963683 4.93721136948519
368 0.811188060673325 3.46815124120097
369 -0.915154632099621 4.64573916404243
370 -1.53401352651381 5.90272561587259
371 -0.0111093408568673 5.18833411147725
372 -2.94072514098905 11.2642225003272
373 0.342823580223948 8.28653299573542
374 0.81101905720067 3.76882066014545
375 -2.9407251605648 11.2642227178498
376 -0.0131245761714545 4.29248888378192
377 0.33375411539234 4.84439031496699
378 1.29129639989034 2.61518965079302
379 -0.0104248357806028 5.40973186729947
380 -0.0111124333505498 5.18833324194417
381 -0.236378104287142 5.07327145396486
382 -0.875383326684509 9.38163919686379
383 -1.53254691187736 6.00043011732609
384 2.14525409057493 6.69047522423087
385 -1.46916007259873 9.91975966578618
386 -1.46915981295759 9.91975791402629
387 0.906438635824961 2.82360299980873
388 -0.228445825762126 6.92639273714929
389 -0.517048995376655 5.91429311135391
390 -0.00815799438977212 6.07846444019039
391 0.480936526251534 8.16318805109109
392 1.07436222017041 3.04123526102591
393 2.25621365184452 0.703297300069161
394 0.811011315215505 3.89039424660669
395 -2.94072509481778 11.2642210487537
396 -0.875382506309414 9.38163823652111
397 2.21524965992468 6.62904798411689
398 -0.519235615272346 5.51176180248925
399 -0.875379915946841 9.38163515167261
400 0.472485848738235 4.22877746751989
401 -0.011109336964067 5.18833384717609
402 2.53727786273007 -0.0527767889315948
403 -0.0116313847098875 5.00542292372111
404 -2.94072569613548 11.2642229085588
405 0.175233821745582 5.22477944760565
406 0.905834534191003 3.06695484994194
407 1.47448072219618 3.52059156722327
408 0.475098502202603 2.65410433960496
409 -2.94072574908907 11.2642233732806
410 -1.51824880227262 6.91098246769831
411 -1.46915815075928 9.91974736897187
412 1.29080710273958 5.43084950594153
413 -0.00582235083378406 6.70743495708137
414 1.14999421266946 3.68827966547655
415 1.5860538589827 2.45437394019714
416 0.00155952393160652 8.59203406952001
417 -1.52458803031233 6.51416233018554
418 -0.497701359270942 9.0407814128584
419 1.47622276000853 2.42969016913076
420 1.1540124631438 2.081521881866
421 0.00155947538745427 8.59203400610931
422 -0.0081563131856549 6.07845995639578
423 0.474544714906857 2.76239795069884
424 1.78463994834141 1.78771189588969
425 -1.50762152748966 7.56470257883618
426 0.597790779175685 5.08676751849577
427 1.87816359866541 0.96506990311679
428 -0.875382915374572 9.38164005731932
429 -1.49761629480684 8.17438563981614
430 -3.153888611484 8.31965722252019
431 0.599742244684981 6.11160976266903
432 -0.0111121894743329 5.18833312957087
433 -0.519239353114301 5.51176558601593
434 1.4165518174548 2.86176238323206
435 -0.875382454710891 9.38163609760603
436 0.910366848119781 7.78078976890269
437 0.472486402228389 4.22877871994092
438 0.905974900876689 3.00134171824186
439 1.82788334669291 6.96944766076582
440 -3.16728635629975 8.15156698519542
441 -0.0111091847942605 5.18833305560156
442 -1.50762119810653 7.56470130419128
443 -1.52700307762948 6.36079324868689
444 -1.49761552719847 8.17438618232481
445 0.333023403416483 3.45389878514737
446 1.78463657191672 1.78770935695886
447 -2.94072577893706 11.2642234068713
448 -0.497706462626372 9.04078941919142
449 -0.517048824091862 5.91429286907053
450 -0.524603482273814 3.8389956713509
451 0.185287356414034 8.42743288074488
452 -1.46916012218443 9.91975922480505
453 -2.9407269611687 11.2642216063308
